time_ms,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z
16332,-6.01,-1.59,-3.54,-1.625,34.0,30.375,-12.2,-1.28,-0.08,29.25,-3.9375,-11.125
16438,-5.37,-5.22,1.19,-74.3125,35.375,44.0625,-10.59,3.13,-1.04,-12.0625,134.0,19.3125
16538,-8.64,0.86,0.28,2.0,-66.875,-13.3125,-14.28,-3.87,2.76,19.5625,145.75,-42.5625
16632,-8.52,1.84,0.35,-74.125,-103.5625,-3.3125,-9.36,0.23,0.19,-105.625,100.625,-19.125
16738,-9.4,1.22,-0.04,-63.5625,-76.4375,-10.9375,-5.1,0.34,1.77,-69.1875,29.875,13.75
16831,-8.34,0.34,0.65,-9.9375,-50.4375,-5.0,-8.51,0.3,-5.33,89.1875,-89.1875,-0.375
16939,-10.21,2.98,1.52,-48.1875,-35.3125,-4.1875,-14.76,-1.97,-7.41,-12.5,-40.5625,-17.6875
17038,-14.44,0.62,-0.47,-61.75,25.3125,14.25,-16.35,-2.58,3.8,-98.5625,-100.875,-3.5625
17138,-13.77,1.76,2.58,13.625,190.75,36.375,-5.63,-1.7,6.18,7.875,-72.125,-5.3125
17232,-10.44,1.9,1.93,128.625,155.0,46.5625,-9.35,1.31,1.06,74.625,-39.5,-38.9375
17329,-5.19,-0.87,-0.8,105.1875,96.3125,21.875,-9.15,-2.62,2.09,98.6875,-34.4375,-5.1875
17427,-4.52,-1.38,-0.91,13.625,-15.3125,-0.875,-9.27,-0.99,1.81,8.375,-60.8125,6.0
17531,-13.06,5.24,-8.25,34.3125,-115.6875,-42.625,-10.51,-2.28,0.46,53.75,-34.3125,8.5
17629,-10.46,-2.71,-3.44,42.875,-9.4375,10.6875,-12.68,-2.02,0.02,37.25,10.0625,-4.3125
17727,-3.08,-7.0,6.26,-149.6875,-29.0625,22.5,-11.63,2.54,-1.34,-4.6875,142.0625,21.0625
17830,-9.06,2.44,0.59,20.0,-74.625,-5.1875,-13.61,-3.49,2.05,42.75,138.625,-47.0625
17928,-8.8,0.17,-0.57,-63.8125,-91.0,-7.1875,-8.48,0.22,0.07,-113.5625,99.4375,-24.9375
18026,-9.36,2.05,0.1,-48.75,-56.625,-14.75,-4.67,0.31,1.1,-81.0,30.0,-0.9375
18131,-9.34,1.46,-0.89,-20.9375,-49.75,-4.625,-8.12,0.14,-4.33,52.875,-92.875,-7.0625
18229,-9.52,3.28,1.73,-47.4375,-20.75,4.75,-13.77,-0.04,-6.61,-25.6875,-35.125,-26.25
18331,-14.42,0.89,-0.95,-65.8125,116.5,5.375,-17.72,-1.76,-0.07,-68.8125,-116.875,16.9375
18429,-13.76,2.39,2.23,32.0,162.9375,68.25,-10.51,-3.06,5.47,35.75,-90.25,4.5625
18531,-10.01,0.3,0.72,180.125,132.625,26.875,-8.35,2.09,0.45,63.4375,-29.3125,-34.125
